Review text,Cleaned_Review,Processed_Review,Ratings,Sentiment,Sentiment_Label
Not good product. Bad qualityREAD MORE,not good product bad quality,good product bad quality,2,Negative,0
Nice shuttle and quality.. Medium  pace shuttle.READ MORE,nice shuttle and quality medium pace shuttle,nice shuttle quality medium pace shuttle,4,Positive,1
awesome deal at awesome price...love itREAD MORE,awesome deal at awesome pricelove it,awesome deal awesome pricelove,5,Positive,1
Good product in right app......READ MORE,good product in right app,good product right app,5,Positive,1
Nice product yonex never let me down the best company according to meREAD MORE,nice product yonex never let me down the best company according to me,nice product yonex never let best company according,5,Positive,1
Good quality shuttlecocksQuite impressiveREAD MORE,good quality shuttlecocksquite impressive,good quality shuttlecocksquite impressive,5,Positive,1
Very good shuttle cocksREAD MORE,very good shuttle cocks,good shuttle cock,5,Positive,1
It was good but not durable ! It was good to play with it but it got damaged very earlyREAD MORE,it was good but not durable it was good to play with it but it got damaged very early,good durable good play got damaged early,4,Positive,1
Genuine product at a reasonable price which is good to see these daysREAD MORE,genuine product at a reasonable price which is good to see these days,genuine product reasonable price good see day,5,Positive,1
Nice product I liked it a lot ........The price is worth....READ MORE,nice product i liked it a lot the price is worth,nice product liked lot price worth,5,Positive,1
"Original, sealed nice product .Go for it . Flipkart is best and reliable for online shopping.READ MORE",original sealed nice product go for it flipkart is best and reliable for online shopping,original sealed nice product go flipkart best reliable online shopping,5,Positive,1
Price 100 rs high but ontime delivery and good to play in all conditionsREAD MORE,price rs high but ontime delivery and good to play in all conditions,price r high ontime delivery good play condition,5,Positive,1
Don't  buy fraud seller ...MRP is 890 then how it sold MRP 1500 with 53% discount 720. Is it made up of silver or something ?????READ MORE,dont buy fraud seller mrp is then how it sold mrp with discount is it made up of silver or something,dont buy fraud seller mrp sold mrp discount made silver something,1,Negative,0
Rate is too high. In local market we are getting this for 650/boxREAD MORE,rate is too high in local market we are getting this for box,rate high local market getting box,1,Negative,0
Item is gud..bt over priced. retail price  just ₹620READ MORE,item is gudbt over priced retail price just,item gudbt priced retail price,1,Negative,0
"I have booked Mavis 350 , qty 3, after sometime flipkart cancelled my offer due to ""high demand for the product"". So my money got deducted. I think flipkart does this thing often and have liquid cash to deposit the money and earn interest overnight OND (Over night Deposit). So flipkart is benefiting with our money by cancelling the product. Request everyone to go for COD!!!READ MORE",i have booked mavis qty after sometime flipkart cancelled my offer due to high demand for the product so my money got deducted i think flipkart does this thing often and have liquid cash to deposit the money and earn interest overnight ond over night deposit so flipkart is benefiting with our money by cancelling the product request everyone to go for cod,booked mavis qty sometime flipkart cancelled offer due high demand product money got deducted think flipkart thing often liquid cash deposit money earn interest overnight ond night deposit flipkart benefiting money cancelling product request everyone go cod,1,Negative,0
"Duplicate shuttlecock s in original containers , absolute cheating ..Fake shuttlecock signs1.bottom line is clearly square ( not so square in original )2.top line ..6 window's (5 in original)Rest check in YouTube vds or Google itREAD MORE",duplicate shuttlecock s in original containers absolute cheating fake shuttlecock signsbottom line is clearly square not so square in original top line windows in originalrest check in youtube vds or google it,duplicate shuttlecock original container absolute cheating fake shuttlecock signsbottom line clearly square square original top line window originalrest check youtube vd google,1,Negative,0
Flipkart is giving offer for purchasing 3 items and get 10% extra off but while ordering Order got cancelled stating the reason 1 item per user.READ MORE,flipkart is giving offer for purchasing items and get extra off but while ordering order got cancelled stating the reason item per user,flipkart giving offer purchasing item get extra ordering order got cancelled stating reason item per user,1,Negative,0
The item was not original...I had one box I purchased from here by store... The thickness of the one I bought online was like Mavis 10... Placed inside Mavis 350 ... Box....READ MORE,the item was not originali had one box i purchased from here by store the thickness of the one i bought online was like mavis placed inside mavis box,item originali one box purchased store thickness one bought online like mavis placed inside mavis box,5,Positive,1
925 mRP hai all india..tum  1400 mrp rakh k 50% less de rahe ho...band karo ye loot...610 me milti hai aajao yahaREAD MORE,mrp hai all indiatum mrp rakh k less de rahe hoband karo ye loot me milti hai aajao yaha,mrp hai indiatum mrp rakh k less de rahe hoband karo ye loot milti hai aajao yaha,1,Negative,0
Nice service from Flipkart as well as the dealer.READ MORE,nice service from flipkart as well as the dealer,nice service flipkart well dealer,4,Positive,1
"For the same rate i got this box. Nothing diffrence in that. Customers like me expects some discounts while buying online. But the rate is higher than the price in the local. And also i am wondering for the same product iam seeing different different rates, not understanding why?.READ MORE",for the same rate i got this box nothing diffrence in that customers like me expects some discounts while buying online but the rate is higher than the price in the local and also i am wondering for the same product iam seeing different different rates not understanding why,rate got box nothing diffrence customer like expects discount buying online rate higher price local also wondering product iam seeing different different rate understanding,4,Positive,1
This is a duplicate product. Pls don't buyREAD MORE,this is a duplicate product pls dont buy,duplicate product pls dont buy,1,Negative,0
"The quality was very poor, seems the product was not original,  better to avoid these sellers...READ MORE",the quality was very poor seems the product was not original better to avoid these sellers,quality poor seems product original better avoid seller,1,Negative,0
Spend someore bucks and buy good one.READ MORE,spend someore bucks and buy good one,spend someore buck buy good one,2,Negative,0
Fake shuttles suppliedREAD MORE,fake shuttles supplied,fake shuttle supplied,1,Negative,0
Good service...READ MORE,good service,good service,5,Positive,1
What a quick delivery i loved so much delivered in one dayREAD MORE,what a quick delivery i loved so much delivered in one day,quick delivery loved much delivered one day,5,Positive,1
Cancel  this  orderREAD MORE,cancel this order,cancel order,5,Positive,1
